tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner1_id,winner2_id,winner_seed,winner_entry,loser1_id,loser2_id,loser_seed,loser_entry,score,best_of,round,winner1_name,winner1_hand,winner1_ht,winner1_ioc,winner1_age,winner2_name,winner2_hand,winner2_ht,winner2_ioc,winner2_age,loser1_name,loser1_hand,loser1_ht,loser1_ioc,loser1_age,loser2_name,loser2_hand,loser2_ht,loser2_ioc,loser2_age,winner1_rank,winner1_rank_points,winner2_rank,winner2_rank_points,loser1_rank,loser1_rank_points,loser2_rank,loser2_rank_points,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2020-M-DC-2020-WG1-PO-PER-SUI-01,Davis Cup WG1 PO: PER vs SUI,Clay,4,D,20200306,3,105456,106410,,,105757,105928,,,7-5 7-6(8),3,RR,Sergio Galdos,R,,PER,30.16290212,Jorge Brian Panta Herreros,U,,PER,24.61327858,Sandro Ehrat,R,180,SUI,28.8733744,Luca Margaroli,R,,SUI,28.04380561,196,348,402,103,577,62,131,592,109,4,1,69,53,40,11,12,1,3,7,5,95,60,45,12,12,5,8
2020-M-DC-2020-WG1-PO-TUR-ISR-01,Davis Cup WG1 PO: TUR vs ISR,Clay,4,D,20200306,3,131951,102968,,,207129,117356,,,6-3 6-1,3,RR,Daniel Cukierman,U,,ISR,24.64887064,Jonathan Erlich,R,180,ISR,42.90759754,Yanki Erel,L,,TUR,19.43326489,Cem Ilkel,R,,TUR,24.53114305,703,46,64,1360,1118,18,717,45,69,0,4,52,28,18,15,8,3,4,1,2,61,47,23,6,8,5,10
2020-M-DC-2020-WG1-PO-UKR-TPE-01,Davis Cup WG1 PO: UKR vs TPE,Hard,4,D,20200306,3,104920,104660,,,105850,105738,,,6-7(4) 6-4 6-4,3,RR,Denys Molchanov,R,,UKR,32.79671458,Sergiy Stakhovsky,R,193,UKR,34.15195072,Cheng Peng Hsieh,R,,TPE,28.44353183,Tsung Hua Yang,R,,TPE,28.92813142,93,883,173,404,95,871,170,411,133,6,4,94,56,43,26,16,2,2,2,4,115,74,54,22,16,8,10
2020-M-DC-2020-WG1-PO-VEN-NZL-01,Davis Cup WG1 PO: VEN vs NZL,Hard,4,D,20200306,3,105428,104677,,,105334,105467,,,6-3 7-6(3),3,RR,Marcus Daniell,R,190,NZL,30.31074606,Artem Sitak,R,,NZL,34.06160164,Luis David Martinez,U,,VEN,30.80629706,Jordi Munoz Abreu,U,,VEN,30.12183436,49,1730,73,1090,128,608,995,23,94,3,3,72,46,34,18,11,1,1,0,2,67,45,33,11,10,3,4
2020-M-DC-2020-WG2-PO-CRC-BUL-01,Davis Cup WG2 PO: CRC vs BUL,Hard,4,D,20200306,3,132374,121331,,,202090,200247,,,7-6(9) 4-6 7-6(10),3,RR,Jesse Flores,U,,CAN,24.92265572,Pablo Nunez,R,,CRC,28.88980151,Adrian Andreev,U,,BUL,18.80629706,Alexandar Lazarov,R,,BUL,22.31895962,1470,8,,,1611,6,486,82,,,,,,,,,,,,,,,,,,,
2020-M-DC-2020-WG2-PO-DEN-PUR-01,Davis Cup WG2 PO: DEN vs PUR,Hard,4,D,20200306,3,126526,104233,,,200620,144687,,,6-1 6-2,3,RR,Soren Hess Olesen,U,,DEN,29.14442163,Frederik Nielsen,R,190,DEN,36.51471595,Ignacio Garcia,,,PUR,,Quinton Vega,R,,USA,27.27446954,,,55,1610,,,1706,4,,,,,,,,,,,,,,,,,,,
2020-M-DC-2020-WG2-PO-ESA-JAM-01,Davis Cup WG2 PO: ESA vs JAM,Hard,4,D,20200306,3,105656,207976,,,209080,202120,,,6-3 6-2,3,RR,Marcelo Arevalo,R,,ESA,29.3744011,Lluis Miralles,U,,ESP,19.35660507,Blaise Bicknell,U,,USA,,Rowland Phillips,U,,JAM,26.10540726,57,1565,,,2057,2,1140,17,,,,,,,,,,,,,,,,,,,
2020-M-DC-2020-WG2-PO-GEO-EST-01,Davis Cup WG2 PO: GEO vs EST,Hard,4,D,20200306,3,104901,144940,,,106223,106106,,,3-6 6-3 6-3,3,RR,Vladimir Ivanov,R,,EST,32.89527721,Mattias Siimar,U,,EST,22.0752909,Aleksandre Metreveli,R,,GEO,26.55989049,George Tsivadze,U,,GEO,27.16221766,536,69,894,29,1110,18,555,66,,,,,,,,,,,,,,,,,,,
2020-M-DC-2020-WG2-PO-GUA-TUN-01,Davis Cup WG2 PO: GUA vs TUN,Hard,4,D,20200306,3,121411,104291,,,209238,108739,,,7-6(4) 7-5,3,RR,Moez Chargui,R,,TUN,27.14031485,Malek Jaziri,R,185,TUN,36.11498973,Sebastian Dominguez,,,GUA,17.69472964,Wilfredo Gonzalez,R,,GUA,27.15126626,727,44,291,180,,,838,34,,,,,,,,,,,,,,,,,,,
2020-M-DC-2020-WG2-PO-INA-KEN-01,Davis Cup WG2 PO: INA vs KEN,Hard,4,D,20200306,3,105464,105812,,,208043,208114,,,6-7(2) 7-6(6) 7-6(3),3,RR,Christopher Rungkat,R,,INA,30.13004791,David Agung Susanto,U,,INA,28.61601643,Ismael Changawa Ruwa Mzai,L,,KEN,23.68240931,Ibrahim Kibet Yego,U,,KEN,23.85489391,80,964,1050,20,,,1499,7,,,,,,,,,,,,,,,,,,,
2020-M-DC-2020-WG2-PO-LAT-EGY-01,Davis Cup WG2 PO: LAT vs EGY,Hard,4,D,20200306,3,105208,209866,,,105747,105633,,,6-3 6-4,3,RR,Ernests Gulbis,R,190,LAT,,Karlis Ozolins,U,,LVA,28.61601643,Karim Mohamed Maamoun,R,,EGY,28.89801506,Mohamed Safwat,R,183,EGY,29.45106092,440,90,,,682,48,729,44,,,,,,,,,,,,,,,,,,,
2020-M-DC-2020-WG2-PO-MAR-VIE-01,Davis Cup WG2 PO: MAR vs VIE,Clay,4,D,20200306,3,104917,104467,,,109042,122533,,,6-4 6-1,3,RR,Anas Fattar,R,,MAR,32.80766598,Lamine Ouahab,R,185,ALG,35.19233402,Quoc Khanh Le,R,,VIE,37.49760438,Nam Hoang Ly,R,,VIE,23.01437372,683,48,942,26,,,1293,12,,,,,,,,,,,,,,,,,,,
2020-M-DC-2020-WG2-PO-PAR-SRI-01,Davis Cup WG2 PO: PAR vs SRI,Clay,4,D,20200306,3,134677,137018,,,202462,134886,,,6-1 6-4,3,RR,Juan Borba,R,,PAR,23.88774812,Ayed Zatar,R,,PAR,23.92607803,Yasitha De Silva,,,SRI,24.66529774,Sharmal Dissanayake,R,,SRI,23.80013689,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-M-DC-2020-WG2-PO-PHI-GRE-01,Davis Cup WG2 PO: PHI vs GRE,Clay,4,D,20200306,3,108717,104604,,,109737,202065,,,7-6(5) 6-4,3,RR,Francis Casey Alcantara,U,,PHI,28.07392197,Ruben Gonzales,R,,PHI,34.47227926,Markos Kalovelonis,R,,GRE,25.79055441,Petros Tsitsipas,U,,GRE,19.59753593,537,69,212,307,503,77,1072,20,,,,,,,,,,,,,,,,,,,
2020-M-DC-2020-WG2-PO-POL-HKG-01,Davis Cup WG2 PO: POL vs HKG,Hard,4,D,20200306,3,126166,126591,,,205695,106388,,,6-3 6-7(6) 6-3,3,RR,Szymon Walkow,R,,POL,24.44353183,Jan Zielinski,R,,POL,23.29089665,Ching Lam,R,,HKG,20.49555099,Pak Long Yeung,U,,HKG,25.045859,182,389,295,178,,,557,66,,,,,,,,,,,,,,,,,,,
2020-M-DC-2020-WG2-PO-SYR-ZIM-01,Davis Cup WG2 PO: SYR vs ZIM,Hard,4,D,20200306,3,111761,144747,,,200153,208518,,,6-1 4-6 6-3,3,RR,Benjamin Lock,R,,ZIM,26.99520876,Courtney John Lock,R,,ZIM,23.37029432,Yacoub Makzoume,R,,SYR,24.83230664,Hazem Naw,R,,UNK,20.1670089,231,267,327,146,,,1929,2,,,,,,,,,,,,,,,,,,,
